,ds,y
184,2019-12-02,4854.154260499999
185,2019-12-03,3532.8658896
186,2019-12-04,2451.3108514
187,2019-12-05,3152.6682155000008
188,2019-12-06,3006.8864325
189,2019-12-07,2805.1755795
190,2019-12-08,2940.3558121
191,2019-12-09,3040.5844941000005
192,2019-12-10,2688.320153400001
193,2019-12-11,4007.8472844999988
194,2019-12-12,2604.5561998999997
195,2019-12-13,2997.4837189
196,2019-12-14,2061.3108513999996
197,2019-12-15,2868.729068
198,2019-12-16,4047.2817801
199,2019-12-17,2558.491083699999
200,2019-12-18,1783.9705416999998
201,2019-12-19,1857.2612393999998
202,2019-12-20,1260.1387589
203,2019-12-21,1620.4430225
204,2019-12-22,633.0961236999999
205,2019-12-23,939.0410846
206,2019-12-24,818.9829451
207,2019-12-25,887.0841078
208,2019-12-26,2358.5108515999996
209,2019-12-27,1811.0379831
210,2019-12-28,2001.4724793999994
211,2019-12-29,3623.163175700001
212,2019-12-30,2297.8724789999997
213,2019-12-31,1478.5375962000003
214,2020-01-01,1311.6465108
215,2020-01-02,3533.954649
216,2020-01-03,2551.7011617
217,2020-01-04,3106.1240291
218,2020-01-05,2889.6453471
219,2020-01-06,2150.2655025
220,2020-01-07,2529.086045
221,2020-01-08,3860.5290672999986
222,2020-01-09,3339.2263543999993
223,2020-01-10,2445.9282927999993
224,2020-01-11,2207.9573625
225,2020-01-12,4294.7019353000005
226,2020-01-13,2935.7096878999996
227,2020-01-14,3950.0279040999994
228,2020-01-15,4341.341470099999
229,2020-01-16,3522.647284299999
230,2020-01-17,2421.519766
231,2020-01-18,2697.0321685999997
232,2020-01-19,3325.2286804999994
233,2020-01-20,3598.563176100002
234,2020-01-21,2006.6941846999994
235,2020-01-22,2610.8007736
236,2020-01-23,2402.8112385999993
237,2020-01-24,2299.7310063
238,2020-01-25,2959.2542620000004
239,2020-01-26,1900.9872081999995
240,2020-01-27,3770.0999979999992
241,2020-01-28,1927.7976734000001
242,2020-01-29,2765.7445719
243,2020-01-30,2918.0918592999997
244,2020-01-31,2862.8999987999996
245,2020-02-01,2843.5205410999997
246,2020-02-02,2463.9306187
247,2020-02-03,4168.524028399997
248,2020-02-04,2155.9038745000003
249,2020-02-05,2336.8887584000004
250,2020-02-06,2016.3042626000001
251,2020-02-07,2298.1930224
252,2020-02-08,2144.9484484
253,2020-02-09,3132.9996106000003
